title,year,runtime,genre,director,stars,rating,metascore,votes,gross
Dil To Pagal Hai,1997,180,Comedy,"['Yash Chopra', 'Shah Rukh Khan', 'Madhuri Dixit', 'Karisma Kapoor', 'Akshay Kumar']","['Shah Rukh Khan', 'Madhuri Dixit', 'Karisma Kapoor', 'Akshay Kumar']",7,,23496,
Inland Empire,2006,180,Drama,"['David Lynch', 'Karolina Gruszka', 'Krzysztof Majchrzak', 'Grace Zabriskie', 'Laura Dern']","['Karolina Gruszka', 'Krzysztof Majchrzak', 'Grace Zabriskie', 'Laura Dern']",6.8,73,60145,0.75
Asoka,2001,180,Action,"['Santosh Sivan', 'Shah Rukh Khan', 'Kareena Kapoor', 'Danny Denzongpa', 'Hrishitaa Bhatt']","['Shah Rukh Khan', 'Kareena Kapoor', 'Danny Denzongpa', 'Hrishitaa Bhatt']",6.4,,14717,0.7
The Lord of the Rings: The Two Towers,2002,179,Action,"['Peter Jackson', 'Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Orlando Bloom']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Orlando Bloom']",8.8,87,1719861,342.55
Rocco and His Brothers,1960,179,Crime,"['Luchino Visconti', 'Alain Delon', 'Renato Salvatori', 'Annie Girardot', 'Claudia Cardinale']","['Alain Delon', 'Renato Salvatori', 'Annie Girardot', 'Claudia Cardinale']",8.2,84,20324,
Mr. India,1987,179,Action,"['Shekhar Kapur', 'Anil Kapoor', 'Sridevi', 'Amrish Puri', 'Satish Kaushik']","['Anil Kapoor', 'Sridevi', 'Amrish Puri', 'Satish Kaushik']",7.7,,16157,
Drive My Car,2021,179,Drama,"['Ryûsuke Hamaguchi', 'Hidetoshi Nishijima', 'Tôko Miura', 'Reika Kirishima', 'Masaki Okada']","['Hidetoshi Nishijima', 'Tôko Miura', 'Reika Kirishima', 'Masaki Okada']",7.6,91,59081,
Pushpa: The Rise - Part 1,2021,179,Action,"['Sukumar', 'Allu Arjun', 'Fahadh Faasil', 'Rashmika Mandanna', 'Jagadeesh Prathap Bandari']","['Allu Arjun', 'Fahadh Faasil', 'Rashmika Mandanna', 'Jagadeesh Prathap Bandari']",7.6,,81715,
Master,2021,179,Action,"['Lokesh Kanagaraj', 'Joseph Vijay', 'Vijay Sethupathi', 'Malavika Mohanan', 'Arjun Das']","['Joseph Vijay', 'Vijay Sethupathi', 'Malavika Mohanan', 'Arjun Das']",7.3,,79519,
Beau Is Afraid,2023,179,Comedy,"['Ari Aster', 'Joaquin Phoenix', 'Patti LuPone', 'Amy Ryan', 'Nathan Lane']","['Joaquin Phoenix', 'Patti LuPone', 'Amy Ryan', 'Nathan Lane']",6.8,63,35771,
Bigil,2019,179,Action,"['Atlee', 'Joseph Vijay', 'Nayanthara', 'Jackie Shroff', 'Vivek']","['Joseph Vijay', 'Nayanthara', 'Jackie Shroff', 'Vivek']",6.7,,22749,
Thalaivaa,2013,179,Action,"['A.L. Vijay', 'Joseph Vijay', 'Amala Paul', 'Santhanam', 'Sathyaraj']","['Joseph Vijay', 'Amala Paul', 'Santhanam', 'Sathyaraj']",6.2,,11226,
The Lord of the Rings: The Fellowship of the Ring,2001,178,Action,"['Peter Jackson', 'Elijah Wood', 'Ian McKellen', 'Orlando Bloom', 'Sean Bean']","['Elijah Wood', 'Ian McKellen', 'Orlando Bloom', 'Sean Bean']",8.8,92,1934128,315.54
"The Good, the Bad and the Ugly",1966,178,Adventure,"['Sergio Leone', 'Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè']","['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè']",8.8,90,784971,6.1
Casino,1995,178,Crime,"['Martin Scorsese', 'Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods']","['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods']",8.2,73,541468,42.44
Dogville,2003,178,Crime,"['Lars von Trier', 'Nicole Kidman', 'Paul Bettany', 'Lauren Bacall', 'Harriet Andersson']","['Nicole Kidman', 'Paul Bettany', 'Lauren Bacall', 'Harriet Andersson']",8,61,154211,1.53
The Longest Day,1962,178,Action,"['Ken Annakin', 'Andrew Marton', 'Gerd Oswald', 'Bernhard Wicki', 'Darryl F. Zanuck', 'John Wayne', 'Robert Ryan', 'Richard Burton', 'Henry Fonda']","['Andrew Marton', 'Gerd Oswald', 'Bernhard Wicki', 'Darryl F. Zanuck', 'John Wayne', 'Robert Ryan', 'Richard Burton', 'Henry Fonda']",7.7,75,57834,39.1
Darr,1993,178,Action,"['Yash Chopra', 'Juhi Chawla', 'Sunny Deol', 'Shah Rukh Khan', 'Anupam Kher']","['Juhi Chawla', 'Sunny Deol', 'Shah Rukh Khan', 'Anupam Kher']",7.6,,24655,
Meet Joe Black,1998,178,Drama,"['Martin Brest', 'Brad Pitt', 'Anthony Hopkins', 'Claire Forlani', 'Jake Weber']","['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani', 'Jake Weber']",7.2,43,254978,44.62
Mutiny on the Bounty,1962,178,Adventure,"['Lewis Milestone', 'Carol Reed', 'Marlon Brando', 'Trevor Howard', 'Richard Harris', 'Hugh Griffith']","['Carol Reed', 'Marlon Brando', 'Trevor Howard', 'Richard Harris', 'Hugh Griffith']",7.2,48,17244,13.68
Valimai,2022,178,Action,"['H. Vinoth', 'Ajith Kumar', 'Huma Qureshi', 'Kartikeya Gummakonda', 'Gurbani']","['Ajith Kumar', 'Huma Qureshi', 'Kartikeya Gummakonda', 'Gurbani']",6.1,,20229,
Mahanati,2018,177,Biography,"['Nag Ashwin', 'Keerthy Suresh', 'Dulquer Salmaan', 'Samantha Ruth Prabhu', 'Vijay Deverakonda']","['Keerthy Suresh', 'Dulquer Salmaan', 'Samantha Ruth Prabhu', 'Vijay Deverakonda']",8.4,,13659,
The Message,1976,177,Biography,"['Moustapha Akkad', 'Anthony Quinn', 'Irene Papas', 'Michael Ansara', 'Johnny Sekka']","['Anthony Quinn', 'Irene Papas', 'Michael Ansara', 'Johnny Sekka']",8.1,,49435,
Kuch Kuch Hota Hai,1998,177,Comedy,"['Karan Johar', 'Shah Rukh Khan', 'Kajol', 'Rani Mukerji', 'Sana Saeed']","['Shah Rukh Khan', 'Kajol', 'Rani Mukerji', 'Sana Saeed']",7.5,,55105,2.1
Waterworld,1995,177,Action,"['Kevin Reynolds', 'Kevin Costner', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Tina Majorino']","['Kevin Costner', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Tina Majorino']",6.3,56,203910,88.25
The Postman,1997,177,Action,"['Kevin Costner', 'Kevin Costner', 'Will Patton', 'Larenz Tate', 'Olivia Williams']","['Kevin Costner', 'Will Patton', 'Larenz Tate', 'Olivia Williams']",6.1,29,76321,17.63
Super Deluxe,2019,176,Comedy,"['Thiagarajan Kumararaja', 'Vijay Sethupathi', 'Fahadh Faasil', 'Samantha Ruth Prabhu', 'Ramya Krishnan']","['Vijay Sethupathi', 'Fahadh Faasil', 'Samantha Ruth Prabhu', 'Ramya Krishnan']",8.3,,16468,
Border,1997,176,Action,"['J.P. Dutta', 'Sunny Deol', 'Suniel Shetty', 'Akshaye Khanna', 'Jackie Shroff']","['Sunny Deol', 'Suniel Shetty', 'Akshaye Khanna', 'Jackie Shroff']",7.9,,17002,
The Batman,2022,176,Action,"['Matt Reeves', 'Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell']","['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell']",7.8,72,718804,369.35
Jhund,2022,176,Biography,"['Nagraj Manjule', 'Amitabh Bachchan', 'Ankush Gedam', 'Babu Kshatriya', 'Jerico Robert']","['Amitabh Bachchan', 'Ankush Gedam', 'Babu Kshatriya', 'Jerico Robert']",7.4,,25499,
Grand Prix,1966,176,Drama,"['John Frankenheimer', 'James Garner', 'Eva Marie Saint', 'Yves Montand', 'Toshirô Mifune']","['James Garner', 'Eva Marie Saint', 'Yves Montand', 'Toshirô Mifune']",7.2,72,10054,20.85
Jab Tak Hai Jaan,2012,176,Drama,"['Yash Chopra', 'Shah Rukh Khan', 'Katrina Kaif', 'Anushka Sharma', 'Anupam Kher']","['Shah Rukh Khan', 'Katrina Kaif', 'Anushka Sharma', 'Anupam Kher']",6.7,,57250,3.05
The Godfather,1972,175,Crime,"['Francis Ford Coppola', 'Marlon Brando', 'Al Pacino', 'James Caan', 'Diane Keaton']","['Marlon Brando', 'Al Pacino', 'James Caan', 'Diane Keaton']",9.2,100,1935895,134.97
Baazigar,1993,175,Crime,"['Abbas Alibhai Burmawalla', 'Mastan Alibhai Burmawalla', 'Shah Rukh Khan', 'Kajol', 'Dalip Tahil', 'Rakhee Gulzar']","['Mastan Alibhai Burmawalla', 'Shah Rukh Khan', 'Kajol', 'Dalip Tahil', 'Rakhee Gulzar']",7.6,,29175,
Ghajini,2005,175,Action,"['A.R. Murugadoss', 'Suriya', 'Asin Thottumkal', 'Nayanthara', 'Pradeep Singh Rawat']","['Suriya', 'Asin Thottumkal', 'Nayanthara', 'Pradeep Singh Rawat']",7.5,,15279,
Lucifer,2019,175,Action,"['Prithviraj Sukumaran', 'Mohanlal', 'Vivek Oberoi', 'Manju Warrier', 'Tovino Thomas']","['Mohanlal', 'Vivek Oberoi', 'Manju Warrier', 'Tovino Thomas']",7.5,,11918,
A Bridge Too Far,1977,175,Drama,"['Richard Attenborough', 'Sean Connery', ""Ryan O'Neal"", 'Michael Caine', 'Laurence Olivier']","['Sean Connery', ""Ryan O'Neal"", 'Michael Caine', 'Laurence Olivier']",7.4,63,59374,50.8
Baadshah,1999,175,Action,"['Abbas Alibhai Burmawalla', 'Mastan Alibhai Burmawalla', 'Shah Rukh Khan', 'Twinkle Khanna', 'Amrish Puri', 'Johny Lever']","['Mastan Alibhai Burmawalla', 'Shah Rukh Khan', 'Twinkle Khanna', 'Amrish Puri', 'Johny Lever']",6.8,,19362,
Karan Arjun,1995,175,Action,"['Rakesh Roshan', 'Rakhee Gulzar', 'Salman Khan', 'Shah Rukh Khan', 'Amrish Puri']","['Rakhee Gulzar', 'Salman Khan', 'Shah Rukh Khan', 'Amrish Puri']",6.8,,15281,
Around the World in 80 Days,1956,175,Adventure,"['Michael Anderson', 'John Farrow', 'David Niven', 'Cantinflas', 'Finlay Currie', 'Robert Morley']","['John Farrow', 'David Niven', 'Cantinflas', 'Finlay Currie', 'Robert Morley']",6.7,69,28834,42
Alexander,2004,175,Action,"['Oliver Stone', 'Colin Farrell', 'Anthony Hopkins', 'Rosario Dawson', 'Angelina Jolie']","['Colin Farrell', 'Anthony Hopkins', 'Rosario Dawson', 'Angelina Jolie']",5.6,40,173532,34.3
Sairat,2016,174,Drama,"['Nagraj Manjule', 'Rinku Rajguru', 'Akash Thosar', 'Arbaz Shaikh', 'Tanaji Galgunde']","['Rinku Rajguru', 'Akash Thosar', 'Arbaz Shaikh', 'Tanaji Galgunde']",8.3,,13880,
Jo Jeeta Wohi Sikandar,1992,174,Comedy,"['Mansoor Khan', 'Aamir Khan', 'Ayesha Jhulka', 'Deepak Tijori', 'Pooja Bedi']","['Aamir Khan', 'Ayesha Jhulka', 'Deepak Tijori', 'Pooja Bedi']",8.2,,23856,
Sarfarosh,1999,174,Action,"['John Mathew Matthan', 'Naseeruddin Shah', 'Aamir Khan', 'Sonali Bendre', 'Mukesh Rishi']","['Naseeruddin Shah', 'Aamir Khan', 'Sonali Bendre', 'Mukesh Rishi']",8.1,,26366,
La Dolce Vita,1960,174,Comedy,"['Federico Fellini', 'Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée', 'Yvonne Furneaux']","['Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée', 'Yvonne Furneaux']",8,95,76071,19.52
Deewaar,1975,174,Action,"['Yash Chopra', 'Amitabh Bachchan', 'Shashi Kapoor', 'Nirupa Roy', 'Parveen Babi']","['Amitabh Bachchan', 'Shashi Kapoor', 'Nirupa Roy', 'Parveen Babi']",8,,11422,
A Hidden Life,2019,174,Biography,"['Terrence Malick', 'August Diehl', 'Valerie Pachner', 'Maria Simon', 'Karin Neuhäuser']","['August Diehl', 'Valerie Pachner', 'Maria Simon', 'Karin Neuhäuser']",7.4,78,26399,
Khakee,2004,174,Action,"['Rajkumar Santoshi', 'Amitabh Bachchan', 'Akshay Kumar', 'Ajay Devgn', 'Aishwarya Rai Bachchan']","['Amitabh Bachchan', 'Akshay Kumar', 'Ajay Devgn', 'Aishwarya Rai Bachchan']",7.4,,16320,
Enthiran,2010,174,Action,"['S. Shankar', 'Rajinikanth', 'Aishwarya Rai Bachchan', 'Danny Denzongpa', 'Santhanam']","['Rajinikanth', 'Aishwarya Rai Bachchan', 'Danny Denzongpa', 'Santhanam']",7.1,,28909,4.37
Agneepath,2012,174,Action,"['Karan Malhotra', 'Hrithik Roshan', 'Priyanka Chopra Jonas', 'Sanjay Dutt', 'Rishi Kapoor']","['Hrithik Roshan', 'Priyanka Chopra Jonas', 'Sanjay Dutt', 'Rishi Kapoor']",6.9,,25723,1.98
Sarpatta Parambarai,2021,173,Action,"['Pa. Ranjith', 'Arya', 'Pasupathy', 'John Kokken', 'Shabeer Kallarakkal']","['Arya', 'Pasupathy', 'John Kokken', 'Shabeer Kallarakkal']",8.5,,24112,
Lion of the Desert,1980,173,Biography,"['Moustapha Akkad', 'Anthony Quinn', 'Oliver Reed', 'Rod Steiger', 'Irene Papas']","['Anthony Quinn', 'Oliver Reed', 'Rod Steiger', 'Irene Papas']",8.2,,16719,3.27
Yi Yi: A One and a Two...,2000,173,Drama,"['Edward Yang', 'Nien-Jen Wu', 'Elaine Jin', 'Issei Ogata', 'Kelly Lee']","['Nien-Jen Wu', 'Elaine Jin', 'Issei Ogata', 'Kelly Lee']",8.1,94,26741,1.14
Bharath Ane Nenu,2018,173,Action,"['Koratala Siva', 'Mahesh Babu', 'Kiara Advani', 'Prakash Raj', 'R. Sarathkumar']","['Mahesh Babu', 'Kiara Advani', 'Prakash Raj', 'R. Sarathkumar']",7.5,,18080,3.55
The Wandering Earth II,2022,173,Action,"['Frant Gwo', 'Erlendur Sveinsson', 'Jing Wu', 'Andy Lau', 'Hao Feng', 'Zina Blahusova']","['Erlendur Sveinsson', 'Jing Wu', 'Andy Lau', 'Hao Feng', 'Zina Blahusova']",7,56,10851,
Kabir Singh,2019,173,Action,"['Sandeep Reddy Vanga', 'Shahid Kapoor', 'Kiara Advani', 'Nikita Dutta', 'Soham Majumdar']","['Shahid Kapoor', 'Kiara Advani', 'Nikita Dutta', 'Soham Majumdar']",7,,36590,
The Great Escape,1963,172,Adventure,"['John Sturges', 'Steve McQueen', 'James Garner', 'Richard Attenborough', 'Charles Bronson']","['Steve McQueen', 'James Garner', 'Richard Attenborough', 'Charles Bronson']",8.2,86,251642,12.1
Athadu,2005,172,Action,"['Trivikram Srinivas', 'Mahesh Babu', 'Trisha Krishnan', 'Sonu Sood', 'Prakash Raj']","['Mahesh Babu', 'Trisha Krishnan', 'Sonu Sood', 'Prakash Raj']",8.2,,14120,
The Sound of Music,1965,172,Biography,"['Robert Wise', 'Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn']","['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn']",8.1,63,247547,163.21
Hridayam,2022,172,Drama,"['Vineeth Sreenivasan', 'Pranav Mohanlal', 'Kalyani Priyadarshan', 'Darshana Rajendran', 'Vijayaraghavan']","['Pranav Mohanlal', 'Kalyani Priyadarshan', 'Darshana Rajendran', 'Vijayaraghavan']",8.1,,13945,
Patton,1970,172,Biography,"['Franklin J. Schaffner', 'George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong']","['George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong']",7.9,86,105697,61.7
Mersal,2017,172,Action,"['Atlee', 'Joseph Vijay', 'Nithya Menen', 'S.J. Suryah', 'Samantha Ruth Prabhu']","['Joseph Vijay', 'Nithya Menen', 'S.J. Suryah', 'Samantha Ruth Prabhu']",7.5,,36463,
Cloud Atlas,2012,172,Drama,"['Tom Tykwer', 'Lana Wachowski', 'Lilly Wachowski', 'Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']","['Lana Wachowski', 'Lilly Wachowski', 'Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']",7.4,55,368869,27.11
Kaho Naa... Pyaar Hai,2000,172,Action,"['Rakesh Roshan', 'Hrithik Roshan', 'Ameesha Patel', 'Anupam Kher', 'Dalip Tahil']","['Hrithik Roshan', 'Ameesha Patel', 'Anupam Kher', 'Dalip Tahil']",6.9,,16006,0.36
Dhoom 3,2013,172,Action,"['Vijay Krishna Acharya', 'Aamir Khan', 'Katrina Kaif', 'Abhishek Bachchan', 'Uday Chopra']","['Aamir Khan', 'Katrina Kaif', 'Abhishek Bachchan', 'Uday Chopra']",5.4,61,47939,8.03
Bangalore Days,2014,171,Comedy,"['Anjali Menon', 'Dulquer Salmaan', 'Nivin Pauly', 'Nazriya Nazim', 'Fahadh Faasil']","['Dulquer Salmaan', 'Nivin Pauly', 'Nazriya Nazim', 'Fahadh Faasil']",8.3,,21502,0.13
Jigarthanda,2014,171,Action,"['Karthik Subbaraj', 'Siddharth', 'Bobby Simha', 'Lakshmi Menon', 'Nassar']","['Siddharth', 'Bobby Simha', 'Lakshmi Menon', 'Nassar']",8.2,,12490,
Farewell My Concubine,1993,171,Drama,"['Kaige Chen', 'Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge']","['Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge']",8.1,83,31273,5.22
The Unbearable Lightness of Being,1988,171,Drama,"['Philip Kaufman', 'Daniel Day-Lewis', 'Juliette Binoche', 'Lena Olin', 'Derek de Lint']","['Daniel Day-Lewis', 'Juliette Binoche', 'Lena Olin', 'Derek de Lint']",7.3,73,37672,10.01
Petta,2019,171,Action,"['Karthik Subbaraj', 'Rajinikanth', 'Vijay Sethupathi', 'Nawazuddin Siddiqui', 'M. Sasikumar']","['Rajinikanth', 'Vijay Sethupathi', 'Nawazuddin Siddiqui', 'M. Sasikumar']",7.2,,10996,
Quo Vadis,1951,171,Biography,"['Mervyn LeRoy', 'Anthony Mann', 'Robert Taylor', 'Deborah Kerr', 'Leo Genn', 'Peter Ustinov']","['Anthony Mann', 'Robert Taylor', 'Deborah Kerr', 'Leo Genn', 'Peter Ustinov']",7.1,65,16031,24.29
Koi... Mil Gaya,2003,171,Action,"['Rakesh Roshan', 'Rekha', 'Hrithik Roshan', 'Preity G Zinta', 'Prem Chopra']","['Rekha', 'Hrithik Roshan', 'Preity G Zinta', 'Prem Chopra']",7.1,,26037,0.68
Don,2006,171,Action,"['Farhan Akhtar', 'Shah Rukh Khan', 'Priyanka Chopra Jonas', 'Arjun Rampal', 'Isha Koppikar']","['Shah Rukh Khan', 'Priyanka Chopra Jonas', 'Arjun Rampal', 'Isha Koppikar']",7.1,,39213,0.8
The Kashmir Files,2022,170,Drama,"['Vivek Agnihotri', 'Mithun Chakraborty', 'Anupam Kher', 'Darshan Kumaar', 'Pallavi Joshi']","['Mithun Chakraborty', 'Anupam Kher', 'Darshan Kumaar', 'Pallavi Joshi']",8.7,,570689,
3 Idiots,2009,170,Comedy,"['Rajkumar Hirani', 'Aamir Khan', 'Madhavan', 'Mona Singh', 'Sharman Joshi']","['Aamir Khan', 'Madhavan', 'Mona Singh', 'Sharman Joshi']",8.4,67,415432,6.53
Satya,1998,170,Action,"['Ram Gopal Varma', 'J.D. Chakravarthi', 'Manoj Bajpayee', 'Urmila Matondkar', 'Paresh Rawal']","['J.D. Chakravarthi', 'Manoj Bajpayee', 'Urmila Matondkar', 'Paresh Rawal']",8.3,,16037,
Raatchasan,2018,170,Action,"['Ram Kumar', 'Vishnu Vishal', 'Amala Paul', 'Radha Ravi', 'Sangili Murugan']","['Vishnu Vishal', 'Amala Paul', 'Radha Ravi', 'Sangili Murugan']",8.3,,47659,
Rangasthalam 1985,2018,170,Action,"['Sukumar', 'Ram Charan', 'Samantha Ruth Prabhu', 'Aadhi', 'Jagapathi Babu']","['Ram Charan', 'Samantha Ruth Prabhu', 'Aadhi', 'Jagapathi Babu']",8.2,,26446,3.51
The Best Years of Our Lives,1946,170,Drama,"['William Wyler', 'Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright']","['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright']",8.1,93,67897,23.65
The Blue Elephant,2014,170,Drama,"['Marwan Hamed', 'Karim Abdel Aziz', 'Khaled El-Sawi', 'Nilli Karim', 'Mohamed Mamdouh']","['Karim Abdel Aziz', 'Khaled El-Sawi', 'Nilli Karim', 'Mohamed Mamdouh']",8,,29318,
1: Nenokkadine,2014,170,Action,"['Sukumar', 'Mahesh Babu', 'Kriti Sanon', 'Nassar', 'Pradeep Singh Rawat']","['Mahesh Babu', 'Kriti Sanon', 'Nassar', 'Pradeep Singh Rawat']",8,,46003,
My Fair Lady,1964,170,Drama,"['George Cukor', 'Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway', 'Wilfrid Hyde-White']","['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway', 'Wilfrid Hyde-White']",7.8,95,98977,72
The Thin Red Line,1998,170,Drama,"['Terrence Malick', 'Jim Caviezel', 'Sean Penn', 'Nick Nolte', 'Kirk Acevedo']","['Jim Caviezel', 'Sean Penn', 'Nick Nolte', 'Kirk Acevedo']",7.6,78,194391,36.4
The Aviator,2004,170,Biography,"['Martin Scorsese', 'Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly']","['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly']",7.5,77,374080,102.61
Dookudu,2011,170,Action,"['Sreenu Vaitla', 'Mahesh Babu', 'Samantha Ruth Prabhu', 'Sonu Sood', 'Prakash Raj']","['Mahesh Babu', 'Samantha Ruth Prabhu', 'Sonu Sood', 'Prakash Raj']",7.4,,13815,1.56
Gadar: Ek Prem Katha,2001,170,Action,"['Anil Sharma', 'Sunny Deol', 'Ameesha Patel', 'Amrish Puri', 'Lillete Dubey']","['Sunny Deol', 'Ameesha Patel', 'Amrish Puri', 'Lillete Dubey']",7.3,,13142,
Jersey,2022,170,Drama,"['Gowtam Tinnanuri', 'Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur', 'Prit Kamani']","['Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur', 'Prit Kamani']",7.3,,13861,
Dil Dhadakne Do,2015,170,Comedy,"['Zoya Akhtar', 'Anil Kapoor', 'Shefali Shah', 'Priyanka Chopra Jonas', 'Ranveer Singh']","['Anil Kapoor', 'Shefali Shah', 'Priyanka Chopra Jonas', 'Ranveer Singh']",7,,18972,
Sultan,2016,170,Action,"['Ali Abbas Zafar', 'Salman Khan', 'Anushka Sharma', 'Randeep Hooda', 'Amit Sadh']","['Salman Khan', 'Anushka Sharma', 'Randeep Hooda', 'Amit Sadh']",7,,49518,6.2
Saaho,2019,170,Action,"['Sujeeth', 'Prabhas', 'Shraddha Kapoor', 'Jackie Shroff', 'Neil Nitin Mukesh']","['Prabhas', 'Shraddha Kapoor', 'Jackie Shroff', 'Neil Nitin Mukesh']",5,,21512,2.63
Manichithrathazhu,1993,169,Comedy,"['Fazil', 'Shobana', 'Mohanlal', 'Suresh Gopi', 'Vinaya Prasad']","['Shobana', 'Mohanlal', 'Suresh Gopi', 'Vinaya Prasad']",8.8,,11530,
Interstellar,2014,169,Adventure,"['Christopher Nolan', 'Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Mackenzie Foy']","['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Mackenzie Foy']",8.7,74,1961434,188.02
Saving Private Ryan,1998,169,Drama,"['Steven Spielberg', 'Tom Hanks', 'Matt Damon', 'Tom Sizemore', 'Edward Burns']","['Tom Hanks', 'Matt Damon', 'Tom Sizemore', 'Edward Burns']",8.6,91,1440280,216.54
Vaaranam Aayiram,2008,169,Action,"['Gautham Vasudev Menon', 'Suriya', 'Simran', 'Ramya', 'Sameera Reddy']","['Suriya', 'Simran', 'Ramya', 'Sameera Reddy']",8.2,,13736,
The Legend of 1900,1998,169,Drama,"['Giuseppe Tornatore', 'Tim Roth', 'Pruitt Taylor Vince', 'Mélanie Thierry', 'Bill Nunn']","['Tim Roth', 'Pruitt Taylor Vince', 'Mélanie Thierry', 'Bill Nunn']",8,58,67241,0.26
John Wick: Chapter 4,2023,169,Action,"['Chad Stahelski', 'Keanu Reeves', 'Laurence Fishburne', 'George Georgiou', 'Lance Reddick']","['Keanu Reeves', 'Laurence Fishburne', 'George Georgiou', 'Lance Reddick']",7.8,78,257172,
The Hobbit: An Unexpected Journey,2012,169,Adventure,"['Peter Jackson', 'Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']","['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']",7.8,58,849570,303
Pirates of the Caribbean: At World's End,2007,169,Action,"['Gore Verbinski', 'Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Geoffrey Rush']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Geoffrey Rush']",7.1,50,672960,309.42
The Horse Whisperer,1998,169,Drama,"['Robert Redford', 'Robert Redford', 'Kristin Scott Thomas', 'Sam Neill', 'Dianne Wiest']","['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill', 'Dianne Wiest']",6.7,65,42624,75.38
It Chapter Two,2019,169,Drama,"['Andy Muschietti', 'Jessica Chastain', 'James McAvoy', 'Bill Hader', 'Isaiah Mustafa']","['Jessica Chastain', 'James McAvoy', 'Bill Hader', 'Isaiah Mustafa']",6.5,58,285104,211.59
Varisu,2023,169,Action,"['Vamshi Paidipally', 'Joseph Vijay', 'Rashmika Mandanna', 'Shaam', 'Prabhu']","['Joseph Vijay', 'Rashmika Mandanna', 'Shaam', 'Prabhu']",6,,35119,
Bairavaa,2017,169,Action,"['Bharathan', 'Joseph Vijay', 'Keerthy Suresh', 'Jagapathi Babu', 'Daniel Balaji']","['Joseph Vijay', 'Keerthy Suresh', 'Jagapathi Babu', 'Daniel Balaji']",5.8,,11123,
The Hateful Eight,2015,168,Crime,"['Quentin Tarantino', 'Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']","['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']",7.8,68,631639,54.12
Laurence Anyways,2012,168,Drama,"['Xavier Dolan', 'Melvil Poupaud', 'Emmanuel Schwartz', 'Suzanne Clément', 'Nathalie Baye']","['Melvil Poupaud', 'Emmanuel Schwartz', 'Suzanne Clément', 'Nathalie Baye']",7.6,73,21547,
The Big Blue,1988,168,Adventure,"['Luc Besson', 'Jean-Marc Barr', 'Jean Reno', 'Rosanna Arquette', 'Paul Shenar']","['Jean-Marc Barr', 'Jean Reno', 'Rosanna Arquette', 'Paul Shenar']",7.5,35,53626,3.5
To Father with Love,2016,168,Action,"['Sukumar', 'N.T. Rama Rao Jr.', 'Rakul Preet Singh', 'Jagapathi Babu', 'Rajendra Prasad']","['N.T. Rama Rao Jr.', 'Rakul Preet Singh', 'Jagapathi Babu', 'Rajendra Prasad']",7.5,,10792,
Rocky Aur Rani Kii Prem Kahaani,2023,168,Comedy,"['Karan Johar', 'Ranveer Singh', 'Alia Bhatt', 'Dharmendra', 'Shabana Azmi']","['Ranveer Singh', 'Alia Bhatt', 'Dharmendra', 'Shabana Azmi']",7.3,,28196,
